"","DEA_Sexual_Biofilms_Clinical_Isolates_CAY540_2-FWD_C_albicans__SC5314__","DEA_Sexual_Biofilms_Clinical_Isolates_CAY540P_2-FWD_C_albicans__SC5314__"
"orf19.1152",4454.28930863647,6552.94076731966
"orf19.1153",343.780308718012,479.713339647017
"orf19.1154",2386.30220465065,1872.67270310142
"orf19.1155",58.3577684552181,77.2819132633701
"orf19.1156",8.48840268439536,207.341718511481
"orf19.1158",10.6105033554942,22.6190965648888
"orf19.1159",75.3345738240089,155.506288883611
"orf19.1160",157.035449661314,118.750256965666
"orf19.1161",144.302845634721,349.653534398906
"orf19.1162",247.224728183015,251.637449284388
"orf19.1162.1",5.3052516777471,0.942462356870367
"orf19.1163",105.043983219393,82.9366874045923
"orf19.1164",3412.33787912694,2710.52173835918
"orf19.1166",1111.98075165579,795.43822919859
"orf19.1167",19.0989060398896,15.0793977099259
"orf19.1168",412.748580528725,402.431426383647
"orf19.1169",153.852298654666,159.276138311092
"orf19.117",74.2735234884594,219.593729150796
"orf19.1170",38.1978120797791,46.180655486648
"orf19.1171",2.12210067109884,2.8273870706111
"orf19.1177",113.532385903788,126.289955820629
"orf19.1178",20.159956375439,19.7917094942777
"orf19.1179",477.472650997239,449.554544227165
"orf19.118",656.790157705091,1084.77417275779
"orf19.1180",118.837637581535,91.4188486164256
"orf19.1181",14.8547046976919,5.6547741412222
"orf19.1182",236.614224827521,242.212825715684
"orf19.1183",576.150332203335,552.282941126035
"orf19.1185",429.725385897515,349.653534398906
"orf19.1186",151.730197983567,159.276138311092
"orf19.1187",2132.71117445433,2536.16620233816
"orf19.1189",1192.62057715755,975.44853936083
"orf19.119",7.42735234884594,7.53969885496294
"orf19.1190",319.376151000376,285.566094131721
"orf19.1191",271.628885900652,221.478653864536
"orf19.1192",82.7619261728548,58.4326661259628
"orf19.1193",5473.95868109946,4380.56503473347
"orf19.1195",250.407879189663,204.51433144087
"orf19.1196",127.32604026593,95.1886980439071
"orf19.1198",132.631291943678,87.6489991889441
"orf19.1199",1329.49607044342,1434.4277071567
"orf19.120",5.3052516777471,2.8273870706111
"orf19.1200",182.5006577145,185.665084303462
"orf19.1201",113.532385903788,122.520106393148
"orf19.1202",6.36630201329652,8.4821612118333
"orf19.1203",141.119694628073,131.944729961851
"orf19.1203.1",334.230855698067,275.199008206147
"orf19.1204",87.0061275150525,83.8791497614627
"orf19.1207",0,0
"orf19.1208",1.06105033554942,0
"orf19.121",22.2820570465378,32.9861824904629
"orf19.1210",163.401751674611,203.571869083999
"orf19.1212",91.2503288572502,169.643224236666
"orf19.1214",482.777902674986,450.497006584036
"orf19.1215",0,0
"orf19.1217",149.608097312468,156.448751240481
"orf19.1219",1.06105033554942,0.942462356870367
"orf19.122",6.36630201329652,17.906784780537
"orf19.1220",379.856020126692,413.740974666091
"orf19.1221",13.7936543621425,26.3889459923703
"orf19.1223",12.732604026593,44.2957307729073
"orf19.1224",229.186872478675,192.262320801555
"orf19.1225",6.36630201329652,19.7917094942777
"orf19.1227",2.12210067109884,0
"orf19.1228",32.892560402032,37.6984942748147
"orf19.1229",14.8547046976919,33.9286448473332
"orf19.123",30.7704597309332,22.6190965648888
"orf19.1232",41.3809630864274,44.2957307729073
"orf19.1233",986.776812060961,654.068875668035
"orf19.1234",3.18315100664826,0.942462356870367
"orf19.1235",265.262583887355,269.544234064925
"orf19.1236",328.92560402032,420.338211164184
"orf19.1237",62.6019697974158,71.6271391221479
"orf19.1238",24.4041577176367,26.3889459923703
"orf19.1239",2.12210067109884,11.3095482824444
"orf19.124",61.5409194618664,61.2600531965739
"orf19.1240",915.68643957915,676.687972232924
"orf19.1244",26.5262583887355,85.7640744752034
"orf19.1246",305.582496638233,361.905545038221
"orf19.1247",93.372429528349,73.5120638358886
"orf19.1248",1058.92823487832,610.715607251998
"orf19.1249",35.0146610731309,30.1587954198517
"orf19.125",11.6715536910436,17.906784780537
"orf19.1250",285.422540262794,213.938955009573
"orf19.1251",48.8083154352733,43.3532684160369
"orf19.1252",481.716852339437,351.538459112647
"orf19.1253",31.8315100664826,70.6846767652775
"orf19.1254",450.946392608504,361.905545038221
"orf19.1255",22.2820570465378,32.0437201335925
"orf19.1257",5.3052516777471,2.8273870706111
"orf19.1258",71.0903724818112,31.1012577767221
"orf19.1259",317.254050329277,237.500513931333
"orf19.1260",105.043983219393,102.72839689887
"orf19.1261",25.4652080531861,10.367085925574
"orf19.1263",61.5409194618664,62.2025155534442
"orf19.1264",543.257771801303,854.813357681423
"orf19.1265",54.1135671130204,51.8354296278702
"orf19.1266",3.18315100664826,8.4821612118333
"orf19.1267",961.311604007775,866.122905963867
"orf19.1267.1",203.721664425489,114.037945181314
"orf19.1268",83.8229765084042,66.9148273377961
"orf19.1270",75.3345738240089,65.9723649809257
"orf19.1272",7.42735234884594,17.906784780537
"orf19.1273",3.18315100664826,2.8273870706111
"orf19.1274",18.0378557043401,10.367085925574
"orf19.1275",65.7851208040641,73.5120638358886
"orf19.1276",63.6630201329652,85.7640744752034
"orf19.1277",158.096499996864,107.440708683222
"orf19.1279",436.091687910812,296.875642414166
"orf19.1280",3346.55275832287,2397.62423587821
"orf19.1281",190.989060398896,133.829654675592
"orf19.1282",174.012255030105,159.276138311092
"orf19.1283",110.34923489714,59.3751284828331
"orf19.1285",71.0903724818112,157.391213597351
"orf19.1286",2.12210067109884,6.59723649809257
"orf19.1287",175.073305365654,172.470611307277
"orf19.1288",707.720573811463,475.001027862665
"orf19.1289",122.020788588183,167.758299522925
"orf19.1290",75.3345738240089,131.944729961851
"orf19.1291",168.707003352358,158.333675954222
"orf19.1295",475.35055032614,381.697254532499
"orf19.1296",4.24420134219768,0.942462356870367
"orf19.1297",12.732604026593,28.273870706111
"orf19.1298",49.8693657708228,81.9942250477219
"orf19.1299",170.829104023457,235.615589217592
"orf19.130",116.715536910436,86.7065368320738
"orf19.1300",50.9304161063722,40.5258813454258
"orf19.1301",61.5409194618664,65.9723649809257
"orf19.1302",0,0
"orf19.1303",12.732604026593,7.53969885496294
"orf19.1304",53.052516777471,51.8354296278702
"orf19.1305",91.2503288572502,65.9723649809257
"orf19.1306",162.340701339061,127.2324181775
"orf19.1307",0,9.42462356870367
"orf19.1308",6.36630201329652,16.9643224236666
"orf19.1309",8.48840268439536,14.1369353530555
"orf19.131",0,0
"orf19.131.2",4.24420134219768,17.906784780537
"orf19.1310",81.7008758373054,91.4188486164256
"orf19.1311",0,1.88492471374073
"orf19.1313",47.7472650997239,104.613321612611
"orf19.1314",202.660614089939,224.306040935147
"orf19.1317",58.3577684552181,119.692719322537
"orf19.1318",103.982932883843,99.9010098282589
"orf19.132",57.2967181196687,64.087440267185
"orf19.1321",13.7936543621425,29.2163330629814
"orf19.1323",185.683808721149,144.196740601166
"orf19.1324",77.4566744951077,70.6846767652775
"orf19.1325",108.227134226041,131.944729961851
"orf19.1326",56.2356677841193,29.2163330629814
"orf19.1327",7.42735234884594,69.7422144084072
"orf19.133",0,0
"orf19.1330",0,6.59723649809257
"orf19.1331",259.957332209608,287.451018845462
"orf19.1332",37.1367617442297,51.8354296278702
"orf19.1333",120.959738252634,228.075890362629
"orf19.1334",3.18315100664826,11.3095482824444
"orf19.1335",192.050110734445,217.708804437055
"orf19.1336",1995.83568116846,1370.34026688951
"orf19.1336.2",442.457989924108,270.486696421795
"orf19.1338",240.858426169718,189.434933730944
"orf19.1339",2074.35340599912,1789.73601569683
"orf19.134",0,0
"orf19.1340",2.12210067109884,5.6547741412222
"orf19.1341",8.48840268439536,3.76984942748147
"orf19.1342",113.532385903788,209.226643225222
"orf19.1343",240.858426169718,173.413073664148
"orf19.1344",12.732604026593,31.1012577767221
"orf19.1345",11.6715536910436,12.2520106393148
"orf19.1348",0,0
"orf19.1349",6.36630201329652,20.7341718511481
"orf19.135",56.2356677841193,49.9505049141295
"orf19.1350",420.175932877571,503.274898568776
"orf19.1351",6.36630201329652,3.76984942748147
"orf19.1352",116.715536910436,98.9585474713886
"orf19.1353",25.4652080531861,19.7917094942777
"orf19.1354",14898.2077614494,10741.2434812516
"orf19.1355",168.707003352358,138.541966459944
"orf19.1356",21.2210067109884,46.180655486648
"orf19.1357",2321.57813418213,1924.50813272929
"orf19.1358",162.340701339061,146.081665314907
"orf19.1359",77.4566744951077,44.2957307729073
"orf19.136",16.9768053687907,37.6984942748147
"orf19.1360",57.2967181196687,40.5258813454258
"orf19.1360.1",29.7094093953838,50.8929672709998
"orf19.1361",2505.13984223218,1537.15610405557
"orf19.1362",32.892560402032,49.0080425572591
"orf19.1363",64.7240704685146,73.5120638358886
"orf19.1364",55.1746174485699,54.6628166984813
"orf19.1365",12.732604026593,29.2163330629814
"orf19.1366",0,1.88492471374073
"orf19.1367",0,29.2163330629814
"orf19.1367.1",694.98796978487,865.180443606997
"orf19.1368",11.6715536910436,42.4108060591665
"orf19.1369",64.7240704685146,74.454526192759
"orf19.137",28.6483590598344,57.4902037690924
"orf19.1370",1.06105033554942,4.71231178435184
"orf19.1371",142.180744963622,72.5696014790183
"orf19.1372",422.298033548669,218.651266793925
"orf19.1373",96.5555805349973,88.5914615458145
"orf19.1374",91.2503288572502,115.922869895055
"orf19.1375",1120.46915434019,1517.36439456129
"orf19.1376",77.4566744951077,103.67085925574
"orf19.1377",16.9768053687907,38.6409566316851
"orf19.1378",339.536107375815,387.352028673721
"orf19.138",1.06105033554942,78.2243756202405
"orf19.1381",157.035449661314,180.01031016224
"orf19.1382",40.319912750878,65.0299026240553
"orf19.1383",119.898687917085,67.8572896946664
"orf19.1386",593.127137572126,432.590221803499
"orf19.1387",381.978120797791,298.760567127906
"orf19.1388",263.140483216256,292.163330629814
"orf19.1389",2557.1313086741,2130.9073888839
"orf19.139",204.782714761038,210.169105582092
"orf19.1390",37.1367617442297,58.4326661259628
"orf19.1391",12.732604026593,10.367085925574
"orf19.1392",194.172211405544,184.722621946592
"orf19.1393",71.0903724818112,144.196740601166
"orf19.1394",94.4334798638984,143.254278244296
"orf19.1395",4.24420134219768,26.3889459923703
"orf19.1396",70.0293221462617,58.4326661259628
"orf19.1397",235.553174491971,210.169105582092
"orf19.1400",92.3113791927996,138.541966459944
"orf19.1401",49.8693657708228,2623.8152015271
"orf19.1402",370.306567106748,429.762834732887
"orf19.1403",336.352956369166,544.743242271072
"orf19.1404",126.264989930381,145.139202958037
"orf19.1405",14.8547046976919,7.53969885496294
"orf19.1406",31.8315100664826,29.2163330629814
"orf19.1409",42.4420134219768,74.454526192759
"orf19.1409.1",992.082063738708,792.610842127979
"orf19.1409.2",42.4420134219768,573.959575334054
"orf19.1409.3",1.06105033554942,0.942462356870367
"orf19.1411",4.24420134219768,1.88492471374073
"orf19.1412",46.6862147641745,61.2600531965739
"orf19.1413",90.1892785217007,62.2025155534442
"orf19.1414",513.54836240592,906.648787309293
"orf19.1415",888.099130854865,966.023915792126
"orf19.1416",483.838953010536,405.258813454258
"orf19.1417",40.319912750878,21.6766342080184
"orf19.1418",129.448140937029,130.059805248111
"orf19.1420",15.9157550332413,18.8492471374073
"orf19.1421",27.5873087242849,19.7917094942777
"orf19.1422",362.879214757902,271.429158778666
"orf19.1424",44.5641140930757,134.772117032463
"orf19.1426",222.820570465378,168.700761879796
"orf19.1427",388.344422811088,217.708804437055
"orf19.1428",16.9768053687907,20.7341718511481
"orf19.1429",89.1282281861513,51.8354296278702
"orf19.1430",13.7936543621425,32.0437201335925
"orf19.1433",257.835231538509,456.151780725258
"orf19.1434",20.159956375439,26.3889459923703
"orf19.1435",866.878124143876,1834.03174646973
"orf19.1438",4.24420134219768,4.71231178435184
"orf19.1439",250.407879189663,170.585686593536
"orf19.144",36.0757114086803,25.4464836354999
"orf19.1440",31.8315100664826,21.6766342080184
"orf19.1440.1",2.12210067109884,1.88492471374073
"orf19.1440.2",130.509191272579,367.560319179443
"orf19.1441",379.856020126692,456.151780725258
"orf19.1442",60.479869126317,51.8354296278702
"orf19.1444",78.5177248306571,97.0736227576478
"orf19.1445",6.36630201329652,6.59723649809257
"orf19.1446",13.7936543621425,25.4464836354999
"orf19.1447",51.9914664419216,65.0299026240553
"orf19.1448",18.0378557043401,63.1449779103146
"orf19.1448.1",68.9682718107123,105.555783969481
"orf19.1449",209.026916103236,301.587954198517
"orf19.145",61.5409194618664,53.7203543416109
"orf19.1450",0,0
"orf19.1451",127.32604026593,135.714579389333
"orf19.1453",991.021013403159,765.279433778738
"orf19.1456",2.12210067109884,0
"orf19.1457",91.2503288572502,90.4763862595553
"orf19.1458",14.8547046976919,16.0218600667962
"orf19.1459",68.9682718107123,84.8216121183331
"orf19.1460",159.157550332413,159.276138311092
"orf19.1461",82.7619261728548,105.555783969481
"orf19.1462",240.858426169718,248.810062213777
"orf19.1464",207.965865767686,131.944729961851
"orf19.1465",29.7094093953838,27.3314083492407
"orf19.1466",76.3956241595583,60.3175908397035
"orf19.1467",2318.39498317548,2262.85211884575
"orf19.1468",238.73632549862,179.06784780537
"orf19.147",246.163677847466,169.643224236666
"orf19.1470",3069.61862074447,1985.76818592586
"orf19.1471",1015.4251711208,1153.57392480933
"orf19.1473",72.1514228173606,135.714579389333
"orf19.1474",130.509191272579,284.623631774851
"orf19.1476",3.18315100664826,0
"orf19.1477",188.866959727797,197.917094942777
"orf19.1478",58.3577684552181,44.2957307729073
"orf19.1479",192.050110734445,223.363578578277
"orf19.1480",676.95011408053,1405.21137409372
"orf19.1481",1411.19694628073,1017.85934542
"orf19.1482",283.300439591695,193.204783158425
"orf19.1483",87.0061275150525,67.8572896946664
"orf19.1484",8.48840268439536,5.6547741412222
"orf19.1485",223.881620800928,184.722621946592
"orf19.1486",179.317506707852,662.551036879868
"orf19.1488",68.9682718107123,84.8216121183331
"orf19.149",0,0
"orf19.1490",117.776587245986,212.996492652703
"orf19.1490.1",2.12210067109884,0.942462356870367
"orf19.1491",51.9914664419216,34.8711072042036
"orf19.1492",13.7936543621425,19.7917094942777
"orf19.1493",21.2210067109884,21.6766342080184
"orf19.1494",972.983157698819,580.556811832146
"orf19.1495",23.3431073820873,22.6190965648888
"orf19.1496",122.020788588183,89.5339239026849
"orf19.1497",11.6715536910436,17.906784780537
"orf19.1499",37.1367617442297,34.8711072042036
"orf19.150",66.8461711396135,64.087440267185
"orf19.1500",12.732604026593,30.1587954198517
"orf19.1502",3.18315100664826,4.71231178435184
"orf19.1504",482.777902674986,327.976900190888
"orf19.1505",64.7240704685146,79.1668379771108
"orf19.1506",0,0
"orf19.1507",4.24420134219768,13.1944729961851
"orf19.1508",0,0
"orf19.1509",261.018382545157,179.06784780537
"orf19.151",61.5409194618664,69.7422144084072
"orf19.1510",4.24420134219768,12.2520106393148
"orf19.1513",247.224728183015,267.659309351184
"orf19.1514",112.471335568239,145.139202958037
"orf19.1515",24.4041577176367,15.0793977099259
"orf19.1516",234.492124156422,126.289955820629
"orf19.1517",470.045298648393,352.480921469517
"orf19.1519",147.485996641369,233.730664503851
"orf19.1522",33.9536107375815,27.3314083492407
"orf19.1523",10.6105033554942,14.1369353530555
"orf19.1524",0,0
"orf19.1525",101.860832212744,95.1886980439071
"orf19.1526",133.692342279227,151.736439456129
"orf19.1527",0,5.6547741412222
"orf19.1528",155.974399325765,100.843472185129
"orf19.1529",0,0
"orf19.1530",1.06105033554942,0
"orf19.1531",196.294312076643,154.56382652674
"orf19.1532",66.8461711396135,54.6628166984813
"orf19.1533",441.396939588559,471.231178435184
"orf19.1534",113.532385903788,109.325633396963
"orf19.1535",5.3052516777471,7.53969885496294
"orf19.1536",582.516634216632,504.217360925646
"orf19.1538",19.0989060398896,19.7917094942777
"orf19.1539",4.24420134219768,51.8354296278702
"orf19.154",10.6105033554942,24.5040212786295
"orf19.1541",4.24420134219768,33.9286448473332
"orf19.1542",134.753392614776,120.635181679407
"orf19.1543",1172.46062078211,624.852542605053
"orf19.1544",339.536107375815,186.607546660333
"orf19.1545",264.201533551806,214.881417366444
"orf19.1546",136.875493285875,111.210558110703
"orf19.1547",20.159956375439,37.6984942748147
"orf19.1548",38.1978120797791,32.0437201335925
"orf19.1549",62.6019697974158,105.555783969481
"orf19.155",331.047704691419,255.40729871187
"orf19.1551",0,0
"orf19.1552",1198.98687917084,1097.96864575398
"orf19.1553",1152.30066440667,1078.1769362597
"orf19.1555",161.279651003512,104.613321612611
"orf19.1557",97.6166308705467,65.9723649809257
"orf19.1559",905.075936223656,726.638477147053
"orf19.156",29.7094093953838,18.8492471374073
"orf19.1560",595.249238243225,399.604039313036
"orf19.1562",128.38709060148,313.839964837832
"orf19.1563",72.1514228173606,114.037945181314
"orf19.1564",496.571557037129,654.068875668035
"orf19.1565",247.224728183015,249.752524570647
"orf19.1566",240.858426169718,197.917094942777
"orf19.1567",65.7851208040641,49.0080425572591
"orf19.1569",122.020788588183,146.081665314907
"orf19.1570",157.035449661314,129.11734289124
"orf19.1571",0,0
"orf19.1573",238.73632549862,248.810062213777
"orf19.1574",172.951204694556,160.218600667962
"orf19.1575",398.954926166582,311.012577767221
"orf19.1576",152.791248319117,133.829654675592
"orf19.1577",1.06105033554942,3.76984942748147
"orf19.1578",460.495845628448,392.064340458073
"orf19.158",92.3113791927996,79.1668379771108
"orf19.1580",20.159956375439,41.4683437022962
"orf19.1581",0,0
"orf19.1582",18.0378557043401,10.367085925574
"orf19.1584",1516.24092950012,1612.5530926052
"orf19.1585",1816.51817446061,2012.15713191823
"orf19.1586",55.1746174485699,177.182923091629
"orf19.1587",49.8693657708228,98.9585474713886
"orf19.1588",323.620352342573,409.028662881739
"orf19.1589",96.5555805349973,94.2462356870367
"orf19.1589.1",130.509191272579,184.722621946592
"orf19.1590",8.48840268439536,19.7917094942777
"orf19.1591",298.155144289387,311.955040124092
"orf19.1592",30.7704597309332,47.1231178435184
"orf19.1595",21.2210067109884,24.5040212786295
"orf19.1596",35.0146610731309,59.3751284828331
"orf19.1597",105.043983219393,68.7997520515368
"orf19.1598",35.0146610731309,33.9286448473332
"orf19.1599",0,0
"orf19.1600",58.3577684552181,128.17488053437
"orf19.1601",8078.83725487329,4045.99089804449
"orf19.1604",389.405473146637,263.889459923703
"orf19.1605",7.42735234884594,12.2520106393148
"orf19.1606",36.0757114086803,21.6766342080184
"orf19.1607",147.485996641369,102.72839689887
"orf19.1608",9.54945301994478,24.5040212786295
"orf19.1609",298.155144289387,252.579911641258
"orf19.1610",15.9157550332413,9.42462356870367
"orf19.1611",3.18315100664826,1.88492471374073
"orf19.1613",87.0061275150525,248.810062213777
"orf19.1614",23.3431073820873,54.6628166984813
"orf19.1616",70.0293221462617,128.17488053437
"orf19.1617",30.7704597309332,45.2381931297776
"orf19.1618",181.439607378951,1459.8741907922
"orf19.1618.1",70.0293221462617,251.637449284388
"orf19.1619",285.422540262794,264.831922280573
"orf19.1620",0,0
"orf19.1621",230.247922814224,207.341718511481
"orf19.1622",45.6251644286251,47.1231178435184
"orf19.1623",305.582496638233,260.119610496221
"orf19.1624",27.5873087242849,29.2163330629814
"orf19.1624.1",7.42735234884594,9.42462356870367
"orf19.1625",182.5006577145,212.054030295833
"orf19.1626",366.06236576455,331.746749618369
"orf19.1628",183.56170805005,131.002267604981
"orf19.163",116.715536910436,159.276138311092
"orf19.1630",291.788842276091,264.831922280573
"orf19.1631",457.3126946218,507.044747996258
"orf19.1632",189.928010063346,458.036705438998
"orf19.1633",101.860832212744,128.17488053437
"orf19.1634",71.0903724818112,34.8711072042036
"orf19.1635",15586.829429221,9266.28989274945
"orf19.1636",197.355362412192,614.485456679479
"orf19.1637",182.5006577145,278.968857633629
"orf19.1638",43.5030637575262,49.0080425572591
"orf19.1639",3.18315100664826,2.8273870706111
"orf19.164",20.159956375439,21.6766342080184
"orf19.1641",3.18315100664826,4.71231178435184
"orf19.1642",94.4334798638984,79.1668379771108
"orf19.1643",293.910942947189,383.582179246239
"orf19.1646",525.219916096963,432.590221803499
"orf19.1647",1.06105033554942,0.942462356870367
"orf19.1648",107.166083890491,75.3969885496294
"orf19.1649",284.361489927245,272.371621135536
"orf19.1650",2612.30592612267,1630.45987738574
"orf19.1651",20.159956375439,31.1012577767221
"orf19.1652",634.508100658553,523.066608063054
"orf19.1653",711.964775153661,560.765102337868
"orf19.1654",404.260177844329,316.667351908443
"orf19.1655",21.2210067109884,31.1012577767221
"orf19.1655.3",467.923197977294,430.705297089758
"orf19.1656",157.035449661314,155.506288883611
"orf19.1658",187.805909392247,202.629406727129
"orf19.1659",20.159956375439,34.8711072042036
"orf19.166",37.1367617442297,66.9148273377961
"orf19.1661",105.043983219393,131.002267604981
"orf19.1662",342.719258382463,207.341718511481
"orf19.1663",168.707003352358,252.579911641258
"orf19.1664",59.4188187907675,62.2025155534442
"orf19.1665",276.934137578399,327.034437834017
"orf19.1666",49.8693657708228,120.635181679407
"orf19.1667",132.631291943678,68.7997520515368
"orf19.1667.1",59.4188187907675,57.4902037690924
"orf19.1668",12.732604026593,16.9643224236666
"orf19.1669",348.02451006021,198.859557299647
"orf19.1670",72.1514228173606,59.3751284828331
"orf19.1671",239.797375834169,337.401523759591
"orf19.1671.1",2.12210067109884,0
"orf19.1672",756.528889246737,572.074650620313
"orf19.1673",9.54945301994478,21.6766342080184
"orf19.1674",59.4188187907675,71.6271391221479
"orf19.1675",89.1282281861513,103.67085925574
"orf19.1676",35.0146610731309,10.367085925574
"orf19.1677",162.340701339061,110.268095753833
"orf19.1678",2.12210067109884,4.71231178435184
"orf19.1679",0,0
"orf19.168",16.9768053687907,44.2957307729073
"orf19.1680",158.096499996864,167.758299522925
"orf19.1681",19.0989060398896,28.273870706111
"orf19.1682",328.92560402032,300.645491841647
"orf19.1683",127.32604026593,103.67085925574
"orf19.1684",54.1135671130204,112.153020467574
"orf19.1685",2.12210067109884,1.88492471374073
"orf19.1686",24.4041577176367,37.6984942748147
"orf19.1687",146.42494630582,166.815837166055
"orf19.169",92.3113791927996,64.087440267185
"orf19.1690",319.376151000376,927.382959160441
"orf19.1691",150.669147648018,51.8354296278702
"orf19.1693",293.910942947189,277.083932919888
"orf19.1697",299.216194624937,284.623631774851
"orf19.1698",143.241795299172,158.333675954222
"orf19.1699",84.8840268439536,87.6489991889441
"orf19.17",12.732604026593,13.1944729961851
"orf19.1700",790.482499984318,839.733959971497
"orf19.1701",66.8461711396135,126.289955820629
"orf19.1702",5.3052516777471,29.2163330629814
"orf19.1704",1360.26653017436,800.150540982942
"orf19.1706",16.9768053687907,7.53969885496294
"orf19.1707",134.753392614776,97.0736227576478
"orf19.1708",132.631291943678,104.613321612611
"orf19.1709",26.5262583887355,60.3175908397035
"orf19.171",2526.36084894317,4007.3499414128
"orf19.1710",15.9157550332413,9.42462356870367
"orf19.1711",3.18315100664826,0.942462356870367
"orf19.1712",49.8693657708228,46.180655486648
"orf19.1714",0,13.1944729961851
"orf19.1715",13.7936543621425,21.6766342080184
"orf19.1716",15.9157550332413,28.273870706111
"orf19.1717",13.7936543621425,8.4821612118333
"orf19.1718",67.9072214751629,77.2819132633701
"orf19.1719",60.479869126317,66.9148273377961
"orf19.172",383.039171133341,346.826147328295
"orf19.1720",29.7094093953838,41.4683437022962
"orf19.1721",87.0061275150525,473.116103148924
"orf19.1722",0,0
"orf19.1723",30.7704597309332,69.7422144084072
"orf19.1724",0,0
"orf19.1725",64.7240704685146,120.635181679407
"orf19.1727",978.288409376566,1278.92141827309
"orf19.1728",14.8547046976919,20.7341718511481
"orf19.1729",30.7704597309332,36.7560319179443
"orf19.173",39.2588624153286,65.9723649809257
"orf19.1730",16.9768053687907,10.367085925574
"orf19.1734",147.485996641369,178.125385448499
"orf19.1735",12.732604026593,13.1944729961851
"orf19.1736",5.3052516777471,6.59723649809257
"orf19.1737",8.48840268439536,5.6547741412222
"orf19.1738",46.6862147641745,49.9505049141295
"orf19.1738.1",2.12210067109884,6.59723649809257
"orf19.1741",0,1.88492471374073
"orf19.1742",97.6166308705467,112.153020467574
"orf19.1743",1869.57069123808,2692.61495357864
"orf19.1744",14.8547046976919,19.7917094942777
"orf19.1745",24.4041577176367,32.9861824904629
"orf19.1746",5.3052516777471,6.59723649809257
"orf19.1747",6.36630201329652,11.3095482824444
"orf19.1748",55.1746174485699,34.8711072042036
"orf19.175",35.0146610731309,23.5615589217592
"orf19.1750",743.796285220144,576.786962404665
"orf19.1751",1775.13721137418,948.117131011589
"orf19.1753",161.279651003512,168.700761879796
"orf19.1754",317.254050329277,346.826147328295
"orf19.1755",72.1514228173606,85.7640744752034
"orf19.1756",10.6105033554942,55.6052790553517
"orf19.1757",120.959738252634,117.807794608796
"orf19.1759",85.9450771795031,92.361310973296
"orf19.176",44.5641140930757,83.8791497614627
"orf19.1760",110.34923489714,85.7640744752034
"orf19.1761",2.12210067109884,11.3095482824444
"orf19.1762",30.7704597309332,29.2163330629814
"orf19.1763",1.06105033554942,6.59723649809257
"orf19.1764",81.7008758373054,77.2819132633701
"orf19.1765",4.24420134219768,26.3889459923703
"orf19.1766",15.9157550332413,14.1369353530555
"orf19.1767",26.5262583887355,39.5834189885554
"orf19.1768",3.18315100664826,12.2520106393148
"orf19.1769",57.2967181196687,59.3751284828331
"orf19.177",14.8547046976919,15.0793977099259
"orf19.1770",74.2735234884594,93.3037733301664
"orf19.1771",24.4041577176367,36.7560319179443
"orf19.1772",87.0061275150525,93.3037733301664
"orf19.1773",128.38709060148,110.268095753833
"orf19.1774",1.06105033554942,18.8492471374073
"orf19.1776",405.321228179879,318.552276622184
"orf19.1777",762.895191260033,641.81686502872
"orf19.1778",3.18315100664826,0.942462356870367
"orf19.1779",3353.98011067172,12233.1613921774
"orf19.178",91.2503288572502,37.6984942748147
"orf19.1780",0,0.942462356870367
"orf19.1782",182.5006577145,175.297998377888
"orf19.1782.1",0,0
"orf19.1783",1571.41554694869,1136.60960238566
"orf19.1785",352.268711402408,330.804287261499
"orf19.1789",44.5641140930757,19.7917094942777
"orf19.1789.1",210.087966438785,195.089707872166
"orf19.1791",65.7851208040641,75.3969885496294
"orf19.1792",18.0378557043401,17.906784780537
"orf19.1793",12.732604026593,10.367085925574
"orf19.1794",0,0
"orf19.1795",9.54945301994478,30.1587954198517
"orf19.1795.1",76.3956241595583,64.087440267185
"orf19.1796",47.7472650997239,39.5834189885554
"orf19.1797",335.291906033617,231.84573979011
"orf19.1798",221.759520129829,186.607546660333
"orf19.1799",142.180744963622,210.169105582092
"orf19.18",2115.73436908554,1509.82469570633
"orf19.1800",599.493439585422,524.009070419924
"orf19.1801",315.131949658178,327.034437834017
"orf19.1802",99.7387315416455,70.6846767652775
"orf19.1803",44.5641140930757,34.8711072042036
"orf19.1804",146.42494630582,163.045987738574
"orf19.1805",887.038080519315,522.124145706183
"orf19.1806",0,1.88492471374073
"orf19.1808",61.5409194618664,44.2957307729073
"orf19.1813",176.134355701204,350.595996755777
"orf19.1814",231.308973149774,223.363578578277
"orf19.1815",663.156459718388,753.027423139423
"orf19.1816",8.48840268439536,19.7917094942777
"orf19.182",203.721664425489,153.62136416987
"orf19.1821",0,0
"orf19.1822",1.06105033554942,8.4821612118333
"orf19.1823",4.24420134219768,5.6547741412222
"orf19.1824",0,3.76984942748147
"orf19.1825",5.3052516777471,3.76984942748147
"orf19.1826",404.260177844329,278.026395276758
"orf19.1827",4.24420134219768,5.6547741412222
"orf19.1828",23.3431073820873,16.9643224236666
"orf19.183",4.24420134219768,5.6547741412222
"orf19.1830",1.06105033554942,7.53969885496294
"orf19.1831",0,0
"orf19.1832",398.954926166582,331.746749618369
"orf19.1833",1298.72561071249,1244.05031106888
"orf19.1834",0,1.88492471374073
"orf19.1835",8.48840268439536,21.6766342080184
"orf19.1836",13.7936543621425,16.9643224236666
"orf19.1837",463.678996635097,587.154048330239
"orf19.1839",808.520355688658,1201.63950500972
"orf19.184",10.6105033554942,12.2520106393148
