,DEA_Sexual_Biofilms_Clinical_Isolates_CAY540_1-FWD_C_albicans__SC5314__,DEA_Sexual_Biofilms_Clinical_Isolates_CAY540P_1-FWD_C_albicans__SC5314__
orf19.1837,474.8361231,644.9151299
orf19.1839,1348.703046,1546.27663
orf19.184,20.00418257,21.8454315
orf19.1840,429.5634994,1093.221376
orf19.1841,2.105703428,0.94980137
orf19.1842,603.2840322,429.310219
orf19.1843,74.75247171,49.38967121
orf19.1844,0,0.94980137
orf19.1847,351.6524725,379.9205478
orf19.1848.1,67.38250971,156.717226
orf19.1849,109.4965783,146.2694109
orf19.185,21.05703428,69.33549997
orf19.1850,8.422813713,25.64463698
orf19.1852,8.422813713,13.29721917
orf19.1853,72.64676828,86.43192462
orf19.1854,2181.508752,1149.259657
orf19.1855,13.68707228,6.648609587
orf19.1856,81.06958199,89.28132873
orf19.1857,328.4897348,170.0144451
orf19.1860,133.7121677,385.619356
orf19.1860.1,51.58973399,26.59443835
orf19.1861,436.9334614,253.5969657
orf19.1862,5525.365796,4086.995293
orf19.1863,2.105703428,0
orf19.1864,302.168442,246.9483561
orf19.1865,148.4520917,142.4702054
orf19.1866,549.5885948,545.1859861
orf19.1867,24.21558943,18.99602739
orf19.1868,175.8262363,183.3116643
orf19.1871,1244.470726,671.5095682
orf19.1872,225.3102668,401.7659793
orf19.1873,213.728898,325.7818697
orf19.1874,0,0.94980137
orf19.1876,83.17528542,84.53232189
orf19.1877,69.48821314,53.18887669
orf19.1878,125.289354,65.5362945
orf19.188,229.5216737,229.8519314
orf19.1880,155.8220537,244.098952
orf19.1881,207.4117877,167.165041
orf19.1883,190.5661603,127.2733835
orf19.1885,621.1825114,389.4185615
orf19.1886,256.8958183,176.6630547
orf19.1887,211.6231945,198.5084862
orf19.1888,127.3950574,148.1690136
orf19.1889,195.8304188,299.1874314
orf19.1890,185.3019017,141.5204041
orf19.1891,4067.166172,3838.147334
orf19.1893,116.8665403,132.9721917
orf19.1896,3373.336892,4262.708546
orf19.1897,186.3547534,74.08450682
orf19.190,80.01673028,94.98013695
orf19.1900,190.5661603,166.2152397
orf19.1901,261.1072251,111.1267602
orf19.1902,435.8806097,229.8519314
orf19.1906,70.54106485,51.28927395
orf19.1907,1182.352475,722.7988422
orf19.191,6.317110285,11.39761643
orf19.1910,273.7414457,116.8255684
orf19.1911,2853.228145,2025.926321
orf19.1913,115.8136886,75.98410956
orf19.1914,168.4562743,208.0064999
orf19.1915,1996.20685,888.0642805
orf19.1917,514.8444882,339.0790889
orf19.192,72.64676828,67.43589723
orf19.1920,8.422813713,1.899602739
orf19.1923,207.4117877,214.6551095
orf19.1925,1.052851714,0
orf19.1926,41.06121685,170.0144451
orf19.1927,609.6011425,401.7659793
orf19.193,0,0.94980137
orf19.1930,42.11406857,26.59443835
orf19.1932,381.1323205,152.9180205
orf19.1933,402.1893548,264.0447807
orf19.1934,231.6273771,143.4200068
orf19.1935,1.052851714,12.3474178
orf19.1936,749.6304205,592.6760546
orf19.1938,66.32965799,31.34344519
orf19.1939,1.052851714,1.899602739
orf19.194,7.369961999,12.3474178
orf19.1940,658.0323214,376.1213423
orf19.1941,75.80532342,61.73708902
orf19.1942,359.0224345,236.500541
orf19.1943,21.05703428,19.94582876
orf19.1944,36.84981,65.5362945
orf19.1945,417.9821305,648.7143354
orf19.1946,77.91102685,239.3499451
orf19.1948,9.475665428,49.38967121
orf19.1949,881.2368848,792.1343422
orf19.1950,129.5007608,63.63669176
orf19.1953,158.9806088,167.165041
orf19.1954,58.95969599,112.0765616
orf19.1955,8.422813713,6.648609587
orf19.1956,13.68707228,48.43986984
orf19.1957,11.58136886,62.68689039
orf19.1958,12.63422057,16.14662328
orf19.1959,360.0752862,227.0025273
orf19.1960,1349.755898,808.2809654
orf19.1961,262.1600768,189.9602739
orf19.1963,1189.722437,1147.360054
orf19.1964,4.211406857,16.14662328
orf19.1966,290.5870731,246.9483561
orf19.1967,340.0711037,340.0288903
orf19.1968,38.95551342,18.99602739
orf19.1968.1,192.6718637,149.118815
orf19.1969,0,0
orf19.1970,204.2532325,197.5586849
orf19.1971,325.3311797,257.3961711
orf19.1972,269.5300388,225.1029246
orf19.1973,107.3908748,118.7251712
orf19.1974,20.00418257,106.3777534
orf19.1975,64.22395456,61.73708902
orf19.1976,92.65095085,44.64066437
orf19.1977,493.7874539,466.3524724
orf19.1978,206.358936,264.0447807
orf19.1979,336.9125485,238.4001437
orf19.198,732.7847931,1880.606712
orf19.1980,0,0
orf19.1981,174.7733846,115.8757671
orf19.1985,63.17110285,98.77934243
orf19.1986,46.32547542,178.5626575
orf19.1988,18.95133086,15.19682191
orf19.1989,508.5273779,760.790897
orf19.199,237.9444874,207.0566986
orf19.1990,785.4273788,638.2665203
orf19.1991,97.91520942,141.5204041
orf19.1992,2.105703428,4.749006848
orf19.1993,91.59809913,137.7211986
orf19.1994,22.109886,35.14265067
orf19.1995,93.70380256,159.5666301
orf19.1996,420.087834,487.2481026
orf19.1998,60.01254771,34.1928493
orf19.1999,7.369961999,20.89563013
orf19.20,207.4117877,194.7092807
orf19.200,127.3950574,133.9219931
orf19.2000,28.42699628,26.59443835
orf19.2001,46.32547542,66.48609587
orf19.2002,142.1349814,133.9219931
orf19.2003,83.17528542,565.1318149
orf19.2005,1000.209128,782.6363285
orf19.2006,7.369961999,10.44781506
orf19.2006.1,146.3463883,109.2271575
orf19.2007,30.53269971,18.04622602
orf19.2008,0,5.698808217
orf19.2009,194.7775671,92.13073284
orf19.201,40.00836514,46.54026711
orf19.2010,0,0
orf19.2012,396.9250962,259.2957739
orf19.2013,1658.24145,1309.776089
orf19.2014,449.5676819,348.5771026
orf19.2016,78.96387856,142.4702054
orf19.2017,321.1197728,342.8782944
orf19.2018,95.80950599,104.4781506
orf19.2018.1,16.84562743,37.99205478
orf19.2018.2,0,0.94980137
orf19.2019,213.728898,253.5969657
orf19.202,196.8832705,97.82954106
orf19.2020,194.7775671,769.3391093
orf19.2021,1957.251337,3765.96243
orf19.2023,8210.137667,13651.49508
orf19.2024,10.52851714,4.749006848
orf19.2025,2.105703428,1.899602739
orf19.2026,128.4479091,84.53232189
orf19.2028,443.2505717,343.8280958
orf19.2029,0,4.749006848
orf19.203,94.75665428,444.5070409
orf19.2030,86.33384056,288.7396163
orf19.2031,192.6718637,127.2733835
orf19.2032,1.052851714,0.94980137
orf19.2033,1.052851714,0
orf19.2034,2.105703428,0
orf19.2035,26.32129285,39.89165752
orf19.2036,27.37414457,29.44384245
orf19.2037,35.79695828,80.73311641
orf19.2038,13.68707228,18.99602739
orf19.2039,17.89847914,31.34344519
orf19.204,11.58136886,18.04622602
orf19.2040,180.0376431,204.2072944
orf19.2041,71.59391656,92.13073284
orf19.2042,221.09886,171.9140479
orf19.2043,6.317110285,10.44781506
orf19.2044,48.43117885,45.59046574
orf19.2045,474.8361231,705.7024175
orf19.2046,197.9361223,135.8215958
orf19.2047,81.06958199,159.5666301
orf19.2048,7561.581011,8220.530853
orf19.2049,62.11825114,40.84145889
orf19.2050,420.087834,317.2336574
orf19.2051,174.7733846,135.8215958
orf19.2054,173.7205328,119.6749726
orf19.2055,243.208746,194.7092807
orf19.2057,315.8555143,340.0288903
orf19.2059,283.2171111,131.072589
orf19.206,23.16273771,35.14265067
orf19.2060,487.4703437,767.4395066
orf19.2061,5.264258571,14.24702054
orf19.2062,1245.523578,730.3972531
orf19.2063,210.5703428,257.3961711
orf19.2064,55.80114085,67.43589723
orf19.2065,21.05703428,10.44781506
orf19.2066,426.4049442,224.1531232
orf19.2066.1,7.369961999,246.9483561
orf19.2067,210.5703428,105.427952
orf19.2068,2.105703428,4.749006848
orf19.2069,33.69125485,103.5283493
orf19.207,567.4870739,569.8808217
orf19.2070,173.7205328,141.5204041
orf19.2071,0,1.899602739
orf19.2072,0,2.849404109
orf19.2073,763.3174928,522.3907532
orf19.2074,63.17110285,42.74106163
orf19.2075,81.06958199,375.171541
orf19.2076,54.74828914,27.54423972
orf19.2077,405.34791,270.6933903
orf19.2078,320.0669211,174.763452
orf19.2079,18.95133086,53.18887669
orf19.2081,65.27680628,46.54026711
orf19.2082,0,181.4120616
orf19.2084,274.7942974,364.7237259
orf19.2087,36.84981,25.64463698
orf19.2088,33.69125485,28.49404109
orf19.2089,727.5205345,416.9628012
orf19.209,54.74828914,42.74106163
orf19.2090,1365.548673,793.0841435
orf19.2091,122.1307988,180.4622602
orf19.2092,1060.221676,605.9732737
orf19.2093,185.3019017,112.0765616
orf19.2094,52.64258571,112.0765616
orf19.2095,202.1475291,282.0910067
orf19.2097,211.6231945,91.18093147
orf19.2098,373.7623585,307.7356437
orf19.2099,245.3144494,208.9563013
orf19.21,104.2323197,74.08450682
orf19.210,102.1266163,61.73708902
orf19.2101,433.7749062,350.4767053
orf19.2102,312.6969591,234.6009383
orf19.2103,3.158555143,0
orf19.2104,92.65095085,55.08847943
orf19.2105,22.109886,7.598410956
orf19.2106,522.2144502,275.4423972
orf19.2107,396.9250962,281.1412054
orf19.2107.1,9546.206492,7421.747901
orf19.2108,54.74828914,38.94185615
orf19.211,73.69961999,90.2311301
orf19.2110,729.6262379,332.4304793
orf19.2111,66.32965799,121.5745753
orf19.2111.2,724.3619793,3224.575649
orf19.2112,353.758176,187.1108698
orf19.2113,529.5844122,345.7276985
orf19.2114,84.22813713,44.64066437
orf19.2115,423.2463891,382.7699519
orf19.2116,1657.188598,1066.626938
orf19.2117,362.1809897,297.2878287
orf19.2119,44.219772,158.6168287
orf19.212,65.27680628,58.88768491
orf19.2123,0,0
orf19.2124,104.2323197,224.1531232
orf19.2125,386.3965791,177.6128561
orf19.2127,167.4034226,186.1610684
orf19.2128,93.70380256,71.23510271
orf19.2129,295.8513317,109.2271575
orf19.213,428.5106477,358.0751163
orf19.2131,708.5692036,520.4911505
orf19.2132,110.54943,166.2152397
orf19.2133,12.63422057,8.548212326
orf19.2135,322.1726245,193.7594794
orf19.2137,85.28098885,38.94185615
orf19.2138,1161.295441,882.3654723
orf19.2143,490.6288988,335.2798834
orf19.2146,156.8749054,151.0184178
orf19.2149,38.95551342,46.54026711
orf19.215,375.868062,347.6273012
orf19.2150,2598.438031,1335.420726
orf19.2151,3049.058564,1400.95702
orf19.2154,1178.141068,548.0353902
orf19.2156,227.4159703,129.1729863
orf19.2157,883.3425882,435.9588286
orf19.2158,215.8346014,461.6034656
orf19.216,248.4730045,180.4622602
orf19.216.1,143.1878331,483.4488971
orf19.2160,2.105703428,2.849404109
orf19.2163,821.2243371,325.7818697
orf19.2164.1,1.052851714,5676.962786
orf19.2165,87.38669228,122.5243767
orf19.2166,15.79277571,91.18093147
orf19.2167,424.2992408,418.862404
orf19.2168,8.422813713,6.648609587
orf19.2168.3,11.58136886,169.0646438
orf19.2169,0,0.94980137
orf19.217,1.052851714,37.99205478
orf19.2170,108.4437266,280.191404
orf19.2172,83.17528542,86.43192462
orf19.2173,145.2935366,222.2535205
orf19.2174,70.54106485,44.64066437
orf19.2175,1286.584795,752.2426846
orf19.2176,106.3380231,109.2271575
orf19.2177,3.158555143,5.698808217
orf19.2178,297.9570351,264.0447807
orf19.2178.1,145.2935366,180.4622602
orf19.2179,1555.061982,1165.40628
orf19.2179.2,488.5231954,1762.831342
orf19.218,2.105703428,5.698808217
orf19.2180,147.39924,169.0646438
orf19.2181,2.105703428,0
orf19.2182,922.2981016,902.311301
orf19.2183,801.2201545,1205.297938
orf19.2184,13.68707228,12.3474178
orf19.2185,727.5205345,435.0090272
orf19.2186,198.988974,138.6709999
orf19.2187,184.24905,122.5243767
orf19.2190,410.6121685,217.5045136
orf19.2191,450.6205337,230.8017328
orf19.2191.1,83.17528542,106.3777534
orf19.2192,2407.87187,2162.697718
orf19.2193,1067.591638,733.2466573
orf19.2194,25.26844114,29.44384245
orf19.2195,0,0
orf19.2196,49.48403057,34.1928493
orf19.2197,5.264258571,1.899602739
orf19.2198,68.43536142,292.5388218
orf19.2199,138.9764263,131.072589
orf19.22,157.9277571,244.098952
orf19.22.1,20.00418257,9.498013695
orf19.220,109.4965783,278.2918013
orf19.2200,80.01673028,103.5283493
orf19.2201,161.0863123,163.3658356
orf19.2202,67.38250971,121.5745753
orf19.2203,0,0
orf19.2203.1,94.75665428,48.43986984
orf19.2204,474.8361231,342.8782944
orf19.2204.2,67.38250971,138.6709999
orf19.2208,2856.386701,1863.510287
orf19.2209,115.8136886,115.8757671
orf19.2210,131.6064643,138.6709999
orf19.2211,0,0.94980137
orf19.2212,1.052851714,12.3474178
orf19.2213,9.475665428,15.19682191
orf19.2214,294.79848,300.1372328
orf19.2215,168.4562743,151.0184178
orf19.2216,37.90266171,40.84145889
orf19.2219,14.739924,125.3737808
orf19.2220,43.16692028,236.500541
orf19.2222,31.58555143,33.24304793
orf19.2227,4.211406857,8.548212326
orf19.2228,13.68707228,26.59443835
orf19.2229,40.00836514,37.99205478
orf19.223,165.2977191,93.08053421
orf19.2230,17.89847914,18.99602739
orf19.2231,20.00418257,19.94582876
orf19.2232,141.0821297,661.0617532
orf19.2233,860.1798505,888.0642805
orf19.2236,65.27680628,65.5362945
orf19.2237,2.105703428,0
orf19.2237.1,173.7205328,157.6670273
orf19.2238,17.89847914,17.09642465
orf19.2241,194.7775671,465.4026711
orf19.2242,926.5095085,923.2069312
orf19.2244,58.95969599,88.33152736
orf19.2245,5.264258571,73.13470545
orf19.2246,8.422813713,57.93788354
orf19.2247,3.158555143,1.899602739
orf19.2248,153.7163503,197.5586849
orf19.2249,170.5619777,117.7753698
orf19.225,173.7205328,167.165041
orf19.2250,1026.530421,1083.723363
orf19.2251,196.8832705,70.28530134
orf19.2252,0,0
orf19.2253,3.158555143,6.648609587
orf19.2256,167.4034226,149.118815
orf19.2257,221.09886,174.763452
orf19.2258,135.8178711,118.7251712
orf19.2259,414.8235754,303.9364382
orf19.2260,91.59809913,81.68291778
orf19.2261,76.85817513,80.73311641
orf19.2262,64.22395456,54.13867806
orf19.2263,34.74410657,47.49006848
orf19.2264,672.7722454,415.0631985
orf19.2265,75.80532342,112.0765616
orf19.2266,44.219772,57.93788354
orf19.2267,164.2448674,84.53232189
orf19.2268,434.827758,472.0512806
orf19.2269,51.58973399,101.6287465
orf19.227,140.029278,172.8638492
orf19.2270,911.7695845,833.9256024
orf19.2272,54.74828914,59.83748628
orf19.2274,0,1.899602739
orf19.2275,401.1365031,554.6839998
orf19.2276,137.9235746,217.5045136
orf19.2277,125.289354,112.0765616
orf19.2278,166.3505708,343.8280958
orf19.2280,58.95969599,37.99205478
orf19.2281,21.05703428,14.24702054
orf19.2282,5.264258571,8.548212326
orf19.2283,827.5414473,501.4951231
orf19.2284,54.74828914,44.64066437
orf19.2285,5.264258571,1.899602739
orf19.2286,1210.779471,1072.325746
orf19.2287,306.3798488,265.9443835
orf19.2288,604.3368839,563.2322121
orf19.2289,747.5247171,417.9126026
orf19.229,216.8874531,216.5547122
orf19.2290,1051.798862,536.6377738
orf19.2296,3219.620542,4152.531587
orf19.2297,156.8749054,91.18093147
orf19.2298,169.509126,184.2614657
orf19.2299,294.79848,209.9061027
orf19.23,2423.664646,1592.816897
orf19.230,3.158555143,1.899602739
orf19.2301,104.2323197,114.9259657
orf19.2302,240.0501908,305.836041
orf19.2303,11.58136886,8.548212326
orf19.2304,26.32129285,132.9721917
orf19.2305,34.74410657,30.39364382
orf19.2306,46.32547542,94.03033558
orf19.2307,551.6942982,254.546767
orf19.2308,101.0737646,190.9100753
orf19.2309,85.28098885,123.474178
orf19.2309.2,4705.194311,5538.291786
orf19.231,36.84981,39.89165752
orf19.2310,54.74828914,38.94185615
orf19.2310.1,2666.873392,5718.754046
orf19.2311,1831.961983,1377.211986
orf19.2312,0,0
orf19.2313,198.988974,110.1769589
orf19.2314,774.8988616,920.357527
orf19.2315,132.659316,118.7251712
orf19.2317,0,1.899602739
orf19.2318.1,410.6121685,327.6814725
orf19.2319,741.2076068,516.691945
orf19.232,5.264258571,15.19682191
orf19.2320,548.5357431,282.0910067
orf19.2322.3,303.2212937,218.454315
orf19.2324,76.85817513,93.08053421
orf19.2325,18.95133086,19.94582876
orf19.2326,433.7749062,293.4886232
orf19.2328,304.2741454,159.5666301
orf19.2329.1,1331.857418,3699.476334
orf19.233.1,62.11825114,178.5626575
orf19.2330,260.0543734,244.098952
orf19.2331,277.9528525,202.3076917
orf19.2332,0,0
orf19.2333,151.6106468,96.87973969
orf19.2334,22.109886,27.54423972
orf19.2335,49.48403057,58.88768491
orf19.2336,1.052851714,27.54423972
orf19.2337,1144.449813,888.0642805
orf19.234,44.219772,37.04225341
orf19.2340,3913.449822,3151.440944
orf19.2341,1183.405327,822.527986
orf19.2342,285.3228145,235.5507396
orf19.2343,30.53269971,30.39364382
orf19.2343.1,61.06539942,78.83351367
orf19.2344,1339.22738,2893.094972
orf19.2346,213.728898,161.4662328
orf19.2347,133.7121677,104.4781506
orf19.2350,14.739924,12.3474178
orf19.2351,67.38250971,50.33947258
orf19.2352,68.43536142,68.3856986
orf19.2356,133.7121677,48.43986984
orf19.236,1275.003426,1754.283129
orf19.2360,308.4855523,419.8122053
orf19.2361,3.158555143,4.749006848
orf19.2362,43.16692028,30.39364382
orf19.2363,135.8178711,323.882267
orf19.2364,37.90266171,143.4200068
orf19.2365,63.17110285,53.18887669
orf19.2366,0,0.94980137
orf19.2367,45.27262371,40.84145889
orf19.2368,166.3505708,131.072589
orf19.2369,46.32547542,39.89165752
orf19.2369.1,18.95133086,77.8837123
orf19.2370,5.264258571,9.498013695
orf19.2371,0,0
orf19.2372,151.6106468,85.48212326
orf19.2376,0,0
orf19.2378,83.17528542,60.78728765
orf19.2379,610.6539942,459.7038628
orf19.238,105.2851714,361.8743218
orf19.2381,33.69125485,42.74106163
orf19.2382,149.5049434,116.8255684
orf19.2383,43.16692028,33.24304793
orf19.2384,279.0057043,178.5626575
orf19.2385,237.9444874,115.8757671
orf19.2386,512.7387848,379.9205478
orf19.2387,376.9209137,253.5969657
orf19.2389,245.3144494,84.53232189
orf19.239,300.0627385,208.9563013
orf19.2391,93.70380256,84.53232189
orf19.2392,0,0
orf19.2393,1030.741828,592.6760546
orf19.2394,7.369961999,1.899602739
orf19.2395,1.052851714,0
orf19.2396,120.0250954,219.4041164
orf19.2397,11.58136886,2.849404109
orf19.2397.3,81.06958199,145.3196095
orf19.2398,399.0307997,435.9588286
orf19.2399,38.95551342,37.04225341
orf19.24,526.4258571,405.5651848
orf19.240,89.4923957,120.6247739
orf19.2400,301.1155903,208.0064999
orf19.2401,14.739924,9.498013695
orf19.2402,150.5577951,177.6128561
orf19.2404,135.8178711,139.6208013
orf19.2406,27.37414457,15.19682191
orf19.2407,542.2186328,605.0234724
orf19.2408,40.00836514,34.1928493
orf19.2410,163.1920157,155.7674246
orf19.2411,10.52851714,7.598410956
orf19.2412,15.79277571,6.648609587
orf19.2414,1267.633464,862.4196435
orf19.2415,325.3311797,160.5164314
orf19.2416.1,58.95969599,88.33152736
orf19.2417,65.27680628,40.84145889
orf19.2418,108.4437266,92.13073284
orf19.2419,188.4604568,189.0104725
orf19.242,0,0.94980137
orf19.242.2,73.69961999,72.18490408
orf19.2422,260.0543734,237.4503424
orf19.2423,88.43954399,104.4781506
orf19.2425,130.5536126,158.6168287
orf19.2426,193.7247154,107.3275548
orf19.2429,3.158555143,8.548212326
orf19.243,84.22813713,130.1227876
orf19.2430,0,0
orf19.2431,1.052851714,10.44781506
orf19.2432,304.2741454,299.1874314
orf19.2433,0,7.598410956
orf19.2434,200.0418257,99.7291438
orf19.2435,1064.433083,981.1448147
orf19.2436,47.37832714,113.9761643
orf19.2437,190.5661603,130.1227876
orf19.2438,598.0197736,456.8544587
orf19.2439,266.3714837,275.4423972
orf19.2439.1,36.84981,213.7053081
orf19.244,30.53269971,21.8454315
orf19.2440,5.264258571,6.648609587
orf19.2442,0,2.849404109
orf19.2443,20.00418257,48.43986984
orf19.2444,127.3950574,134.8717945
orf19.2445,0,0.94980137
orf19.2446,11.58136886,12.3474178
orf19.2447,82.12243371,114.9259657
orf19.2449,4.211406857,80.73311641
orf19.245,32.63840314,37.99205478
orf19.2451,12.63422057,17.09642465
orf19.2452,2.105703428,1.899602739
orf19.2454,104.2323197,124.4239794
orf19.2455,82.12243371,91.18093147
orf19.2457,13.68707228,15.19682191
orf19.2458,236.8916357,242.1993492
orf19.2459,36.84981,386.5691574
orf19.246,32.63840314,27.54423972
orf19.2460,2.105703428,18.04622602
orf19.2461,76.85817513,228.9021301
orf19.2462,7.369961999,66.48609587
orf19.2463,23.16273771,36.09245204
orf19.2465,106.3380231,57.93788354
orf19.2467,3.158555143,22.79523287
orf19.2468,15.79277571,22.79523287
orf19.2469,35.79695828,33.24304793
orf19.247,30.53269971,45.59046574
orf19.2471,233.7330805,222.2535205
orf19.2472,4.211406857,37.99205478
orf19.2472.1,60.01254771,255.4965684
orf19.2473,86.33384056,155.7674246
orf19.2474,138.9764263,209.9061027
orf19.2475,1.052851714,13.29721917
orf19.2476,205.3060843,149.118815
orf19.2478,2.105703428,0
orf19.2478.1,1237.100764,3213.178033
orf19.2479,5.264258571,3.799205478
orf19.248,191.619012,136.7713972
orf19.2480.1,681.1950591,1030.534486
orf19.2481,0,0.94980137
orf19.2483,88.43954399,154.8176232
orf19.2484,184.24905,230.8017328
orf19.2485,102.1266163,153.8678219
orf19.2487,6.317110285,18.04622602
orf19.2488,53.69543742,68.3856986
orf19.2489,708.5692036,1430.400862
orf19.2492,0,0.94980137
orf19.2494,55.80114085,37.99205478
orf19.2495,108.4437266,67.43589723
orf19.2496,437.9863131,556.5836025
orf19.2498,144.2406848,173.8136506
orf19.2499,1.052851714,6.648609587
orf19.25,71.59391656,78.83351367
orf19.250,24.21558943,170.9642465
orf19.2500,16.84562743,20.89563013
orf19.2501,83.17528542,76.93391093
orf19.2503,0,0
orf19.2504,1473.9924,1003.940048
orf19.2505,1.052851714,0
orf19.2506,500.1045642,285.8902122
orf19.2507,135.8178711,198.5084862
orf19.2508,0,2.849404109
orf19.2509,0,0
orf19.2509.1,4.211406857,42.74106163
orf19.251,2929.033469,3794.456471
orf19.2510,5.264258571,5.698808217
orf19.2511.1,273.7414457,227.9523287
orf19.2511.2,708.5692036,559.4330066
orf19.2512,0,0.94980137
orf19.2513,1.052851714,3.799205478
orf19.2514,47.37832714,39.89165752
orf19.2515,24.21558943,35.14265067
orf19.2516,103.179468,93.08053421
orf19.2517,2.105703428,0.94980137
orf19.2518,309.538404,374.2217396
orf19.2519,8.422813713,7.598410956
orf19.252,13.68707228,36.09245204
orf19.2520,797.0087476,700.9534107
orf19.2521,124.2365023,71.23510271
orf19.2524,2259.419779,1840.715054
orf19.2525,154.769202,263.0949794
orf19.2527,123.1836506,79.78331504
orf19.2528,734.8904965,453.0552533
orf19.2529,30.53269971,63.63669176
orf19.2529.1,88.43954399,1746.684719
orf19.2530,29.479848,10.44781506
orf19.2531,2144.658942,3188.483197
orf19.2532,56.85399257,63.63669176
orf19.2533.1,1317.117494,897.5622942
orf19.2534,88.43954399,91.18093147
orf19.2537,0,0
orf19.2538,4029.26351,2507.475615
orf19.2539,1.052851714,0
orf19.254,404.2950582,625.9191025
orf19.2540,44.219772,19.94582876
orf19.2541,13.68707228,35.14265067
orf19.2542,15.79277571,33.24304793
orf19.2544,31.58555143,35.14265067
orf19.2545,483.2589368,262.145178
orf19.2546,257.94867,241.2495479
orf19.2547,85.28098885,161.4662328
orf19.2549,96.8623577,131.072589
orf19.255,570.6456291,407.4647875
orf19.2551,157.9277571,187.1108698
orf19.2552,0,0
orf19.2553,0,0
orf19.2555,175.8262363,174.763452
orf19.2557,133.7121677,132.9721917
orf19.2558,31.58555143,37.99205478
orf19.2559,215.8346014,266.8941848
orf19.2560,1034.953235,800.6825545
orf19.2563,104.2323197,60.78728765
orf19.2564,36.84981,37.04225341
orf19.2565,131.6064643,96.87973969
orf19.2568,2734.255902,1517.782588
orf19.257,0,2.849404109
orf19.2570,790.6916373,693.3549997
orf19.2571,1219.202285,997.291438
orf19.2573,240.0501908,308.6854451
orf19.2574,1093.912931,569.8808217
orf19.2575,133.7121677,122.5243767
orf19.2579,34.74410657,70.28530134
orf19.258,15.79277571,16.14662328
orf19.2580,28.42699628,26.59443835
orf19.2581,20.00418257,5.698808217
orf19.2582,269.5300388,242.1993492
orf19.2583,0,1.899602739
orf19.2583.1,0,0
orf19.2583.2,0,0
orf19.2584,38.95551342,79.78331504
orf19.2585,21.05703428,11.39761643
orf19.2587,0,0
orf19.259,46.32547542,37.04225341
orf19.2590,6.317110285,1.899602739
orf19.2591,1.052851714,0.94980137
orf19.2593,4.211406857,9.498013695
orf19.2594,130.5536126,183.3116643
orf19.2597,55.80114085,38.94185615
orf19.2598,37.90266171,61.73708902
orf19.2599,614.8654011,836.7750065
orf19.26,200.0418257,129.1729863
orf19.260,60.01254771,131.072589
orf19.2600,28.42699628,17.09642465
orf19.2601,1811.9578,1460.794506
orf19.2602,6.317110285,0.94980137
orf19.2604,96.8623577,80.73311641
orf19.2605,646.4509525,391.3181642
orf19.2606,137.9235746,202.3076917
orf19.2607,50.53688228,29.44384245
orf19.2608,5302.161233,4238.013711
orf19.2609,242.1558943,235.5507396
orf19.261,10.52851714,38.94185615
orf19.2610,163.1920157,77.8837123
orf19.2611,16.84562743,13.29721917
orf19.2612,8.422813713,2.849404109
orf19.2613,499.0517125,626.8689039
orf19.2614,42.11406857,44.64066437
orf19.2615,62.11825114,37.99205478
orf19.2616,247.4201528,238.4001437
orf19.2618,204.2532325,231.7515342
orf19.2619,6.317110285,8.548212326
orf19.262,18.95133086,11.39761643
orf19.2620,0,0
orf19.2621,114.7608368,109.2271575
orf19.2622,417.9821305,397.9667738
orf19.2623,727.5205345,698.1040066
orf19.2624,0,0.94980137
orf19.2625,0,0.94980137
orf19.2629,594.8612185,356.1755136
orf19.263.1,297.9570351,492.9469108
orf19.2630,11.58136886,18.04622602
orf19.2631,161.0863123,182.3618629
orf19.2633,113.7079851,217.5045136
orf19.2633.1,16.84562743,31.34344519
orf19.2637,107.3908748,144.3698082
orf19.2638,23.16273771,18.99602739
orf19.2638.1,0,0
orf19.2639,36.84981,101.6287465
orf19.2639.1,15.79277571,50.33947258
orf19.264,6.317110285,13.29721917
orf19.2640,241.1030425,194.7092807
orf19.2641,13.68707228,6.648609587
orf19.2642,7.369961999,9.498013695
orf19.2643,569.5927774,514.7923423
orf19.2644,696.9878348,935.554349
orf19.2645,0,0
orf19.2646,40.00836514,72.18490408
orf19.2647,36.84981,28.49404109
orf19.2649,0,2.849404109
orf19.265,2.105703428,5.698808217
orf19.2650,68.43536142,86.43192462
orf19.2650.1,33.69125485,80.73311641
orf19.2651,1326.59316,1999.331883
orf19.2652,3.158555143,8.548212326
orf19.2653,117.919392,108.2773561
orf19.2654,50.53688228,82.63271915
orf19.2655,532.7429674,393.217767
orf19.2657,5.264258571,2.849404109
orf19.2660,70.54106485,49.38967121
orf19.2661,123.1836506,148.1690136
orf19.2662,11.58136886,18.04622602
orf19.2663,80.01673028,61.73708902
orf19.2664,55.80114085,81.68291778
orf19.2665,2230.992782,1033.38389
orf19.2667,1549.797723,779.7869244
orf19.2668,20.00418257,1.899602739
orf19.2669,5.264258571,3.799205478
orf19.267,279.0057043,161.4662328
orf19.2670,86.33384056,48.43986984
orf19.2671,810.6958199,350.4767053
orf19.2672,234.7859323,188.0606712
orf19.2673,252.6844114,116.8255684
orf19.2674,17.89847914,10.44781506
orf19.2675,210.5703428,131.072589
orf19.2676,133.7121677,105.427952
orf19.2677,63.17110285,52.23907532
orf19.2678,156.8749054,78.83351367
orf19.268,29.479848,33.24304793
orf19.2680,266.3714837,213.7053081
orf19.2681,2.105703428,3.799205478
